car_name,brand,model,vehicle_age,km_driven,mileage,max_power,seats,selling_price
Maruti Wagon R,Maruti,Wagon R,1,7640,21.79,67.05,5,460000
Maruti Alto,Maruti,Alto,10,57000,26.83,38.4,5,172000
Maruti Alto,Maruti,Alto,4,110000,23.95,67.1,5,250000
Maruti Wagon R,Maruti,Wagon R,6,62000,18.9,67.1,5,265000
Maruti Alto,Maruti,Alto,6,45000,23.95,67.05,5,320000
Maruti Wagon R,Maruti,Wagon R,10,71000,20.51,67.04,5,220000
Datsun redi-GO,Datsun,redi-GO,4,17000,20.71,53.64,5,280000
Datsun RediGO,Datsun,RediGO,4,24719,22.7,53.64,5,260000
Volkswagen Polo,Volkswagen,Polo,2,32000,18.78,75,5,600000
Renault KWID,Renault,KWID,6,43719,22.3,53.26,5,245000
Ford Ecosport,Ford,Ecosport,5,56000,18.88,123.24,5,675000
Maruti Wagon R,Maruti,Wagon R,5,56302,26.6,58.16,5,280000
Maruti Wagon R,Maruti,Wagon R,6,51000,26.2,58.2,5,300000
Maruti Alto,Maruti,Alto,12,73000,19.7,46.3,5,135000
Maruti Wagon R,Maruti,Wagon R,12,60000,21.79,67.05,5,140000
Maruti Wagon R,Maruti,Wagon R,10,60000,18.9,67.1,5,220000
Maruti Alto,Maruti,Alto,14,90000,19.7,46.3,5,80000
Maruti Wagon R,Maruti,Wagon R,8,55000,21.79,67.05,5,250000
Maruti Alto,Maruti,Alto,7,25000,22.74,47.3,5,265000
Maruti Alto,Maruti,Alto,3,43063,24.7,47.3,5,260000
Maruti Wagon R,Maruti,Wagon R,8,25840,20.51,67.04,5,300000
Maruti Celerio,Maruti,Celerio,4,90000,31.79,58.2,5,380000
Maruti Wagon R,Maruti,Wagon R,5,65000,33.54,67.04,5,310000
Maruti Wagon R,Maruti,Wagon R,3,29000,21.79,67.05,5,365000
Maruti Alto,Maruti,Alto,6,19668,23.95,67.05,5,300000
Maruti Alto,Maruti,Alto,2,5863,23.95,67.05,5,375000
Maruti Wagon R,Maruti,Wagon R,8,51916,32.52,58.33,5,295000
Maruti Wagon R,Maruti,Wagon R,5,52000,20.51,67.04,5,300000
Maruti Wagon R,Maruti,Wagon R,10,57000,26.2,58.2,5,210000
Maruti Alto,Maruti,Alto,5,40000,22.74,47.3,5,260000
Maruti Alto,Maruti,Alto,3,25000,23.95,67.05,5,330000
Maruti Wagon R,Maruti,Wagon R,15,90000,18.9,67.1,5,82875
Maruti Wagon R,Maruti,Wagon R,13,71000,20.51,67.04,5,115000
Maruti Wagon R,Maruti,Wagon R,13,70000,21.79,67.05,5,124000
Maruti Alto,Maruti,Alto,6,25864,22.74,47.3,5,265000
Renault KWID,Renault,KWID,4,31851,25.17,53.3,5,278000
Renault KWID,Renault,KWID,5,22779,25.17,53.3,5,300000
Maruti Alto,Maruti,Alto,2,25000,24.7,47.3,5,300000
Renault KWID,Renault,KWID,4,20000,22.3,53.26,5,275000
Maruti Alto,Maruti,Alto,6,56660,23.95,67.05,5,250000
Renault KWID,Renault,KWID,3,8000,25.17,53.3,5,300000
Maruti Wagon R,Maruti,Wagon R,6,53000,26.2,58.2,5,350000
Maruti Celerio,Maruti,Celerio,4,24513,21.63,67.04,5,525000
Maruti Wagon R,Maruti,Wagon R,6,23853,21.79,67.05,5,460000
Renault KWID,Renault,KWID,4,22000,23.01,67,5,295000
Maruti Alto,Maruti,Alto,7,70000,22.74,47.3,5,175000
Maruti Wagon R,Maruti,Wagon R,3,15000,20.51,67.04,5,440000
Maruti Celerio,Maruti,Celerio,6,57226,23.1,67.04,5,450000
Maruti Alto,Maruti,Alto,5,50000,24.7,47.3,5,240000
Maruti Celerio,Maruti,Celerio,5,70000,23.1,67.04,5,420000
Renault KWID,Renault,KWID,2,10000,23.01,67,5,410000
Renault KWID,Renault,KWID,5,26844,25.17,53.3,5,295000
Maruti Wagon R,Maruti,Wagon R,7,43932,20.51,67.04,5,320000
Hyundai Venue,Hyundai,Venue,2,14500,18.27,118.35,5,1025000
Maruti Wagon R,Maruti,Wagon R,5,36044,26.6,58.16,5,415000
Maruti Alto,Maruti,Alto,4,23000,23.95,67.05,5,390000
Maruti Celerio,Maruti,Celerio,5,87187,27.62,47,5,399000
Maruti Wagon R,Maruti,Wagon R,4,28763,33.54,67.04,5,400000
Maruti Wagon R,Maruti,Wagon R,11,82000,18.9,67.1,5,275000
Maruti Alto,Maruti,Alto,10,60000,20.92,67.1,5,225000
Renault KWID,Renault,KWID,3,15000,23.01,67,5,410000
Maruti Wagon R,Maruti,Wagon R,5,65000,26.6,58.16,5,315000
Maruti Wagon R,Maruti,Wagon R,4,30000,33.54,67.04,5,450000
Maruti Wagon R,Maruti,Wagon R,8,17568,18.9,67.1,5,389000
Maruti Celerio,Maruti,Celerio,6,64000,27.62,47,5,350000
Datsun RediGO,Datsun,RediGO,4,30000,22.7,53,5,200000
Maruti Alto,Maruti,Alto,9,57000,19.7,46.3,5,180000
Renault KWID,Renault,KWID,4,35017,24.04,67,5,385000
Renault KWID,Renault,KWID,2,25000,23.01,67,5,335000
Maruti Wagon R,Maruti,Wagon R,6,45243,18.9,67.1,5,445000
Maruti Alto,Maruti,Alto,10,50000,20.92,67.1,5,275000
Renault Triber,Renault,Triber,2,35000,20,72,7,550000
Renault KWID,Renault,KWID,4,13800,23.01,67,5,360000
Maruti Alto,Maruti,Alto,4,30000,23.95,67.05,5,370000
Maruti Wagon R,Maruti,Wagon R,5,72000,21.79,67.05,5,310000
Renault KWID,Renault,KWID,5,24668,24.04,67,5,345000
Maruti Wagon R,Maruti,Wagon R,5,29989,21.79,67.05,5,445000
Maruti Alto,Maruti,Alto,6,77000,23.95,67.05,5,245000
Maruti Celerio,Maruti,Celerio,5,12000,23.1,67.04,5,475000
Maruti Wagon R,Maruti,Wagon R,5,65000,18.9,67.1,5,390000
Maruti Alto,Maruti,Alto,5,45222,30.46,47.3,5,299000
Maruti Wagon R,Maruti,Wagon R,9,40000,18.9,67.1,5,350000
Maruti Alto,Maruti,Alto,11,100000,19.7,46.3,5,110000
Maruti Wagon R,Maruti,Wagon R,7,30000,20.51,67.04,5,321000
Maruti Celerio,Maruti,Celerio,7,55000,23.1,67.04,5,425000
Maruti Alto,Maruti,Alto,6,100000,22.74,47.3,5,250000
Maruti Celerio,Maruti,Celerio,4,68000,30.47,58.33,5,475000
Hyundai Venue,Hyundai,Venue,1,7066,18.15,118.35,5,1185000
Maruti Wagon R,Maruti,Wagon R,9,60000,18.9,67.1,5,300000
Maruti Celerio,Maruti,Celerio,6,51127,23.1,67.04,5,475000
Maruti Wagon R,Maruti,Wagon R,8,33000,18.9,67.1,5,313000
Maruti Alto,Maruti,Alto,5,40000,22.74,47.3,5,265000
Maruti Alto,Maruti,Alto,18,90000,19.7,46.3,5,75000
Maruti Alto,Maruti,Alto,3,40000,24.7,47.3,5,295000
Maruti Celerio,Maruti,Celerio,5,20000,23.1,67.04,5,470000
Volkswagen Polo,Volkswagen,Polo,2,9000,18.78,75,5,649000
Maruti Alto,Maruti,Alto,4,2700,23.95,67.05,5,376000
Maruti Celerio,Maruti,Celerio,2,25202,21.63,67.04,5,595000
Maruti Wagon R,Maruti,Wagon R,9,68000,21.79,67.05,5,265000
Maruti Wagon R,Maruti,Wagon R,9,68000,26.2,58.2,5,315000
Maruti Celerio,Maruti,Celerio,2,15230,21.63,67.05,5,475000
Maruti Alto,Maruti,Alto,15,121153,19.7,46.3,5,100000
Renault KWID,Renault,KWID,2,8500,24.04,67,5,425000
Maruti Celerio,Maruti,Celerio,6,35000,23.1,67.04,5,460000
Maruti Celerio,Maruti,Celerio,5,30000,23.1,67.04,5,500000
Maruti Wagon R,Maruti,Wagon R,8,57000,21.79,67.05,5,235000
Maruti Celerio,Maruti,Celerio,4,15996,23.1,67.04,5,450000
Maruti Wagon R,Maruti,Wagon R,17,48500,18.9,67.1,5,110000
Renault KWID,Renault,KWID,2,15000,23.01,67,5,400000
Maruti Wagon R,Maruti,Wagon R,5,39000,20.51,67,5,395000
Maruti Alto,Maruti,Alto,5,31000,32.26,58.2,4,325000
Maruti Celerio,Maruti,Celerio,3,20067,21.63,67.04,5,410000
Maruti Alto,Maruti,Alto,8,13000,20.92,67.1,5,215000
Maruti Alto,Maruti,Alto,6,52000,22.74,47.3,5,320000
Maruti Celerio,Maruti,Celerio,4,60000,23.1,67.04,5,530000
Renault KWID,Renault,KWID,3,35000,24.04,67,5,375000
Maruti Alto,Maruti,Alto,4,100000,24.7,47.3,5,310000
Maruti Celerio,Maruti,Celerio,6,51118,23.1,67.04,5,450000
Datsun RediGO,Datsun,RediGO,5,38400,22.7,53.64,5,295000
Datsun RediGO,Datsun,RediGO,5,30000,22.7,53.64,5,170000
Maruti Celerio,Maruti,Celerio,5,22169,23.1,67.04,5,490000
Maruti Wagon R,Maruti,Wagon R,4,70000,20.51,67,5,400000
Maruti Wagon R,Maruti,Wagon R,8,30000,18.9,67.1,5,285000
Maruti Wagon R,Maruti,Wagon R,10,20000,18.9,67.1,5,250000
Volkswagen Polo,Volkswagen,Polo,3,9339,18.78,75,5,750000
Maruti Alto,Maruti,Alto,4,46871,24.7,47.3,5,279000
Maruti S-Presso,Maruti,S-Presso,0,5000,21.7,67,5,500000
Maruti Wagon R,Maruti,Wagon R,6,55000,26.2,58.2,5,295000
Maruti Wagon R,Maruti,Wagon R,6,35000,20.51,67.06,5,295000
Maruti Celerio,Maruti,Celerio,5,60000,23.1,67.04,5,470000
Maruti Alto,Maruti,Alto,6,75000,23.95,67.05,5,265000
Maruti Alto,Maruti,Alto,3,50000,23.95,67.05,5,390000
Maruti Wagon R,Maruti,Wagon R,5,44000,26.6,58.16,5,375000
Maruti Alto,Maruti,Alto,5,35000,23.95,67.05,5,280000
Renault KWID,Renault,KWID,4,57000,23.01,67,5,425000
Maruti Celerio,Maruti,Celerio,7,43000,23.1,67.04,5,375000
Datsun RediGO,Datsun,RediGO,4,21918,22.7,53.64,5,269000
Renault KWID,Renault,KWID,3,50000,25.17,53.3,5,250000
Maruti Alto,Maruti,Alto,4,20700,33.44,40.3,4,381000
Maruti Wagon R,Maruti,Wagon R,5,56000,33.54,67.04,5,360000
Maruti Wagon R,Maruti,Wagon R,11,25000,18.9,67.1,5,175000
Renault KWID,Renault,KWID,4,30000,23.01,67,5,340000
Maruti Celerio,Maruti,Celerio,6,35000,23.1,67.04,5,450000
Maruti Wagon R,Maruti,Wagon R,3,17000,20.51,67,5,515000
Maruti Alto,Maruti,Alto,8,48000,22.74,47.3,5,200000
Maruti Wagon R,Maruti,Wagon R,17,50000,18.9,67.1,5,50000
Maruti Wagon R,Maruti,Wagon R,4,29852,26.6,58.16,5,431000
Maruti Wagon R,Maruti,Wagon R,8,20670,20.51,67.04,5,345000
Datsun RediGO,Datsun,RediGO,4,18900,22.7,53.64,5,245000
Maruti Alto,Maruti,Alto,1,5000,22.05,47.3,5,373000
Maruti Wagon R,Maruti,Wagon R,10,120000,26.2,58.2,5,250000
Maruti Alto,Maruti,Alto,10,33111,19.7,46.3,5,205000
Maruti Wagon R,Maruti,Wagon R,7,60000,14.6,61.6,5,350000
Maruti Celerio,Maruti,Celerio,5,29000,23.1,67.04,5,441000
Maruti Celerio,Maruti,Celerio,3,20365,23.1,67.04,5,410000
Maruti Wagon R,Maruti,Wagon R,10,66000,18.9,67.1,5,245000
Maruti Wagon R,Maruti,Wagon R,3,17000,21.79,67.05,5,445000
Maruti Celerio,Maruti,Celerio,4,40000,21.63,67,5,500000
Renault KWID,Renault,KWID,3,21000,24.04,67,5,450000
Maruti Wagon R,Maruti,Wagon R,5,120000,20.51,67.04,5,250000
Maruti Alto,Maruti,Alto,6,35000,23.95,67.05,5,275000
Maruti Wagon R,Maruti,Wagon R,10,50000,18.9,67.1,5,272000
Maruti Alto,Maruti,Alto,6,60000,23.95,67.05,5,285000
Renault KWID,Renault,KWID,3,28000,23.01,67,5,345000
Maruti S-Presso,Maruti,S-Presso,2,5000,21.7,67,5,455000
Maruti Wagon R,Maruti,Wagon R,10,32908,18.9,67.1,5,250000
Maruti Alto,Maruti,Alto,9,36000,20.92,67.1,5,245000
Maruti Alto,Maruti,Alto,3,40000,23.95,67.05,5,350000
Renault KWID,Renault,KWID,3,35000,23.01,67,5,415000
Maruti Celerio,Maruti,Celerio,5,18000,21.63,67.04,5,450000
Maruti Alto,Maruti,Alto,8,45019,22.74,47.3,5,285000
Hyundai Venue,Hyundai,Venue,1,6000,18.15,118.35,5,1230000
Maruti Wagon R,Maruti,Wagon R,4,35000,20.51,67.04,5,400000
Maruti Wagon R,Maruti,Wagon R,5,24000,20.51,67,5,375000
Maruti Alto,Maruti,Alto,7,44000,22.74,47.3,5,225000
Maruti Wagon R,Maruti,Wagon R,7,90000,26.6,58.16,5,300000
Maruti Alto,Maruti,Alto,2,10000,23.95,67.05,5,360000
Maruti Wagon R,Maruti,Wagon R,5,44000,20.51,67,5,340000
Renault Triber,Renault,Triber,2,7100,20,72,7,710000
Maruti Celerio,Maruti,Celerio,5,36545,23.1,67.04,5,450000
Maruti Alto,Maruti,Alto,12,35000,19.7,46.3,5,220000
Maruti Alto,Maruti,Alto,13,40000,19.7,46.3,5,180000
Maruti Celerio,Maruti,Celerio,2,52000,23.1,67.04,5,400000
Maruti Celerio,Maruti,Celerio,3,15000,21.63,67.05,5,485000
Maruti Alto,Maruti,Alto,6,50000,22.74,47.3,5,230000
Renault KWID,Renault,KWID,5,38000,25.17,53.3,5,375000
Volkswagen Polo,Volkswagen,Polo,3,50000,18.78,75,5,725000
Maruti Alto,Maruti,Alto,16,100000,19.7,46.3,5,100000
Maruti Celerio,Maruti,Celerio,4,20000,31.79,58.33,5,475000
Maruti Alto,Maruti,Alto,12,80000,19.7,46.3,5,125000
Maruti Wagon R,Maruti,Wagon R,8,55000,26.6,58.16,5,265000
Maruti Wagon R,Maruti,Wagon R,6,25000,20.51,67.04,5,400000
Maruti Celerio,Maruti,Celerio,6,10000,23.1,67.04,5,410000
Maruti Wagon R,Maruti,Wagon R,11,150821,18.9,67.1,5,160000
Maruti Alto,Maruti,Alto,7,56641,22.05,47.3,5,185000
Maruti Wagon R,Maruti,Wagon R,9,70000,18.9,67.1,5,210000
Renault KWID,Renault,KWID,7,40000,25.17,53.3,5,250000
Maruti Wagon R,Maruti,Wagon R,6,33860,20.51,67.04,5,325000
Maruti Wagon R,Maruti,Wagon R,3,47000,20.51,67,5,415000
Renault KWID,Renault,KWID,5,30000,22.3,53.26,5,375000
Datsun redi-GO,Datsun,redi-GO,5,7001,21.7,67.05,5,325000
Maruti Celerio,Maruti,Celerio,7,50000,23.1,67.04,5,440000
Maruti Wagon R,Maruti,Wagon R,5,53000,33.54,67.04,5,380000
Maruti S-Presso,Maruti,S-Presso,1,1200,21.7,67,5,500000
Maruti Alto,Maruti,Alto,10,50000,20.92,67.1,5,145000
Maruti Wagon R,Maruti,Wagon R,8,140000,26.6,58.16,5,275000
Maruti Alto,Maruti,Alto,5,60000,23.95,67.05,5,280000
Renault KWID,Renault,KWID,5,14000,22.3,53.26,5,370000
Maruti Wagon R,Maruti,Wagon R,8,69000,26.2,58.2,5,290000
Datsun RediGO,Datsun,RediGO,2,20000,22.5,67,5,270000
Maruti Alto,Maruti,Alto,10,7000,19.7,46.3,5,150000
Maruti Wagon R,Maruti,Wagon R,7,50000,20.51,67.04,5,260000
Maruti Wagon R,Maruti,Wagon R,5,45800,21.79,67.05,5,455000
Maruti Alto,Maruti,Alto,5,25000,22.74,47.3,5,290000
Maruti Alto,Maruti,Alto,6,15000,22.74,47.3,5,295000
Datsun RediGO,Datsun,RediGO,4,40000,22.7,53.64,5,280000
Maruti Alto,Maruti,Alto,8,50000,20.92,67.1,5,210000
Renault KWID,Renault,KWID,4,8905,25.17,53.3,5,349000
Maruti Wagon R,Maruti,Wagon R,7,71000,26.2,58.2,5,370000
Datsun RediGO,Datsun,RediGO,4,15000,22.7,53.64,5,250000
Maruti Wagon R,Maruti,Wagon R,4,50000,20.51,67.04,5,315000
Maruti Alto,Maruti,Alto,3,20000,24.7,47.3,5,280000
Renault KWID,Renault,KWID,4,35000,24.04,67,5,435000
Maruti Wagon R,Maruti,Wagon R,12,55000,18.9,67.1,5,160000
Maruti Alto,Maruti,Alto,4,61000,33.44,40.3,4,340000
Maruti Alto,Maruti,Alto,7,64531,23.95,67.05,5,355000
Maruti Wagon R,Maruti,Wagon R,6,57000,18.9,67.1,5,425000
Renault KWID,Renault,KWID,4,35000,24.04,67,5,405000
Maruti Alto,Maruti,Alto,5,50000,22.74,47.3,5,250000
Volkswagen Polo,Volkswagen,Polo,2,20000,18.78,75,5,550000
Maruti Alto,Maruti,Alto,8,52000,22.74,47.3,5,236000
Maruti Alto,Maruti,Alto,6,30000,22.74,47.3,5,230000
Datsun RediGO,Datsun,RediGO,4,80000,22.7,53.64,5,259000
Maruti Wagon R,Maruti,Wagon R,6,90000,20.51,67.04,5,350000
Maruti Alto,Maruti,Alto,7,53000,23.95,67.05,5,290000
Datsun RediGO,Datsun,RediGO,4,28100,22.7,53.64,5,270000
Maruti Alto,Maruti,Alto,13,60000,19.7,46.3,5,91000
Renault KWID,Renault,KWID,2,8500,23.01,67,5,440000
Maruti Celerio,Maruti,Celerio,4,49600,23.1,67.04,5,390000
Maruti Alto,Maruti,Alto,6,32900,23.95,67.1,5,350000
Maruti Wagon R,Maruti,Wagon R,8,40000,20.51,67.04,5,385000
Maruti Alto,Maruti,Alto,4,30000,23.95,67.05,5,360000
Maruti Alto,Maruti,Alto,5,68000,23.95,67.05,5,325000
Renault KWID,Renault,KWID,5,26957,25.17,53.3,5,365000
Maruti Alto,Maruti,Alto,13,110000,19.7,46.3,5,120000
Maruti Alto,Maruti,Alto,11,425785,23.95,67.05,5,195000
Maruti Wagon R,Maruti,Wagon R,10,97319,18.9,67.1,5,300000
Maruti Alto,Maruti,Alto,6,49000,22.74,47.3,5,235000
Maruti Celerio,Maruti,Celerio,5,18540,23.1,67.04,5,429000
Maruti Alto,Maruti,Alto,5,143000,22.74,47.3,5,170000
Maruti Wagon R,Maruti,Wagon R,10,78562,18.9,67.1,5,260000
Maruti Alto,Maruti,Alto,8,80000,22.74,47.3,5,250000
Maruti Alto,Maruti,Alto,9,65535,19.7,46.3,5,275000
Maruti Wagon R,Maruti,Wagon R,8,48000,18.9,67.1,5,325000
Maruti Celerio,Maruti,Celerio,3,21000,23.1,67.04,5,510000
Maruti Alto,Maruti,Alto,4,35000,24.7,47.3,5,280000
Hyundai Venue,Hyundai,Venue,1,6500,18.27,118.35,5,949000
Renault KWID,Renault,KWID,3,40000,24.04,67,5,300000
Maruti Alto,Maruti,Alto,9,70000,20.92,67.1,5,231000
Maruti Wagon R,Maruti,Wagon R,4,43000,26.2,58.2,5,399000
Maruti Alto,Maruti,Alto,1,5000,22.05,47.3,5,320000
Maruti Celerio,Maruti,Celerio,3,20000,21.63,67,5,585000
Renault Triber,Renault,Triber,1,4500,20,71,7,770000
Maruti Alto,Maruti,Alto,13,30000,19.7,46.3,5,200000
Volkswagen Vento,Volkswagen,Vento,4,16219,17.69,108.62,5,845000
Maruti Wagon R,Maruti,Wagon R,7,31692,20.51,67.04,5,330000
Maruti Celerio,Maruti,Celerio,6,50000,23.1,67.04,5,350000
Maruti Alto,Maruti,Alto,12,70000,19.7,46.3,5,130000
Maruti Alto,Maruti,Alto,3,25000,23.95,67.05,5,385000
Renault KWID,Renault,KWID,4,20000,25.17,53.3,5,300000
Maruti Alto,Maruti,Alto,7,110000,20.92,67.1,5,200000
Renault KWID,Renault,KWID,4,40000,24.04,67,5,350000
Maruti Celerio,Maruti,Celerio,5,41944,23.1,67.04,5,485000
Datsun RediGO,Datsun,RediGO,4,17731,22.7,53.64,5,270000
Maruti Celerio,Maruti,Celerio,4,32000,23.1,67.04,5,450000
Maruti Wagon R,Maruti,Wagon R,4,10000,20.51,67,5,400000
Renault KWID,Renault,KWID,4,35000,24.04,67,5,350000
Hyundai Venue,Hyundai,Venue,1,5000,18.27,118.35,5,1050000
Maruti Celerio,Maruti,Celerio,6,57000,23.1,67.04,5,495000
Renault KWID,Renault,KWID,3,8627,21.74,67,5,385000
Maruti Alto,Maruti,Alto,8,90000,30.46,47.3,5,185000
Maruti Wagon R,Maruti,Wagon R,9,37623,20.51,67.04,5,296000
Maruti Wagon R,Maruti,Wagon R,6,42100,26.6,58.16,5,375000
Maruti Alto,Maruti,Alto,6,35000,22.74,47.3,5,300000
Renault KWID,Renault,KWID,5,46000,25.17,53.3,5,315000
Maruti Celerio,Maruti,Celerio,5,51000,23.1,67.04,5,435000
Maruti Wagon R,Maruti,Wagon R,6,80000,26.6,58.16,5,300000
Volkswagen Polo,Volkswagen,Polo,2,7000,18.78,75,5,730000
Maruti Alto,Maruti,Alto,9,116006,20.92,67.1,5,250000
Maruti Wagon R,Maruti,Wagon R,8,65000,21.79,67.05,5,295000
Renault KWID,Renault,KWID,4,25000,23.01,67,5,310000
Maruti Alto,Maruti,Alto,5,2000,22.74,47.3,5,220000
Maruti Alto,Maruti,Alto,5,31000,23.95,67.05,5,360000
Maruti Alto,Maruti,Alto,4,23765,23.95,67.05,5,400000
Maruti Wagon R,Maruti,Wagon R,8,34000,18.9,67.1,5,300000
Maruti Celerio,Maruti,Celerio,7,52500,23.1,67.04,5,375000
Maruti Alto,Maruti,Alto,10,22900,20.92,67.1,5,215000
Maruti Celerio,Maruti,Celerio,3,20000,31.79,58.33,5,510000
Renault KWID,Renault,KWID,3,12500,24.04,67,5,345000
Maruti Celerio,Maruti,Celerio,5,48129,31.79,58.2,5,411000
Renault Triber,Renault,Triber,2,11000,20,72,7,725000
Maruti Wagon R,Maruti,Wagon R,4,66628,26.6,58.16,5,415000
Maruti Wagon R,Maruti,Wagon R,10,120000,18.9,67.1,5,275000
Maruti Alto,Maruti,Alto,8,25000,22.74,47.3,5,210000
Renault Triber,Renault,Triber,2,15000,20,72,7,654000
Maruti Wagon R,Maruti,Wagon R,6,64000,26.2,58.2,5,390000
Datsun RediGO,Datsun,RediGO,3,10400,22.5,67,5,300000
Maruti Alto,Maruti,Alto,4,11614,23.95,67.05,5,350000
Renault KWID,Renault,KWID,2,23000,25.17,53.3,5,425000
Maruti Celerio,Maruti,Celerio,5,62000,23.1,67.04,5,470000
Maruti Celerio,Maruti,Celerio,7,40860,21.63,67.04,5,345000
Maruti Alto,Maruti,Alto,8,95011,22.74,47.3,5,225000
Renault KWID,Renault,KWID,1,5000,24.04,67,5,472000
Maruti Alto,Maruti,Alto,4,45000,33.44,40.3,4,290000
Maruti Alto,Maruti,Alto,10,70000,20.92,67.1,5,165000
Maruti Celerio,Maruti,Celerio,3,42000,23.1,67.04,5,425000
Maruti Celerio,Maruti,Celerio,4,48300,23.1,67.04,5,420000
Maruti Wagon R,Maruti,Wagon R,5,18307,20.51,67,5,415000
Maruti Wagon R,Maruti,Wagon R,14,39000,21.79,67.05,5,135000
Maruti Alto,Maruti,Alto,7,10000,22.74,47.3,5,320000
Maruti Celerio,Maruti,Celerio,3,15000,21.63,67.04,5,570000
Maruti Wagon R,Maruti,Wagon R,3,27823,32.52,58.33,5,425000
Maruti Alto,Maruti,Alto,10,59455,19.7,46.3,5,175000
Renault KWID,Renault,KWID,5,64000,25.17,53.3,5,300000
Maruti Alto,Maruti,Alto,9,52865,23.95,67.05,5,245000
Maruti Wagon R,Maruti,Wagon R,4,27500,20.51,67.04,5,440000
Maruti Alto,Maruti,Alto,3,57000,23.95,67.1,5,390000
Maruti Alto,Maruti,Alto,6,40000,32.26,58.3,4,260000
Datsun RediGO,Datsun,RediGO,3,15000,22.5,68,5,285000
Maruti Alto,Maruti,Alto,5,40000,23.95,67.05,5,350000
Maruti Alto,Maruti,Alto,17,110000,19.7,46.3,5,45000
Renault KWID,Renault,KWID,5,24000,25.17,53.3,5,375000
Maruti Alto,Maruti,Alto,15,54171,19.7,46.3,5,100000
Renault KWID,Renault,KWID,3,17500,23.01,67,5,360000
Maruti Alto,Maruti,Alto,4,35000,24.7,47.3,5,240000
Maruti Wagon R,Maruti,Wagon R,7,39264,20.51,67.06,5,450000
Maruti Wagon R,Maruti,Wagon R,13,80000,18.9,67.1,5,120000
Renault KWID,Renault,KWID,2,15000,25.17,53.3,5,410000
Renault KWID,Renault,KWID,2,10000,25.17,53.3,5,330000
Maruti Celerio,Maruti,Celerio,7,41248,23.1,67.04,5,420000
Hyundai Venue,Hyundai,Venue,2,11000,18.27,118.35,5,1075000
Renault KWID,Renault,KWID,5,40500,25.17,53.3,5,310000
Datsun RediGO,Datsun,RediGO,4,35000,22.5,67,5,250000
Maruti Alto,Maruti,Alto,4,19369,23.95,67.05,5,356000
Maruti Wagon R,Maruti,Wagon R,9,82088,18.9,67.1,5,210000
Maruti Celerio,Maruti,Celerio,3,22000,23.1,67.04,5,450000
Maruti Wagon R,Maruti,Wagon R,4,44000,20.51,67.04,5,410000
Maruti Wagon R,Maruti,Wagon R,5,14000,20.51,67.04,5,440000
Maruti Alto,Maruti,Alto,7,60000,30.46,47.3,5,260000
Maruti Alto,Maruti,Alto,2,22987,24.7,47.3,5,335000
Maruti Celerio,Maruti,Celerio,5,30000,23.1,67.04,5,450000
Maruti Alto,Maruti,Alto,6,49000,22.74,47.3,5,270000
Maruti Alto,Maruti,Alto,5,77658,33.44,40.3,4,325000
Maruti Alto,Maruti,Alto,2,13413,23.95,67.05,5,485000
Maruti Wagon R,Maruti,Wagon R,6,25000,26.2,58.2,5,385000
Renault KWID,Renault,KWID,4,25000,23.01,67,5,330000
Datsun RediGO,Datsun,RediGO,3,22500,22.5,67,5,280000
Maruti Celerio,Maruti,Celerio,7,29000,23.1,67.04,5,465000
Maruti Alto,Maruti,Alto,3,59000,33.44,40.3,4,300000
Maruti Alto,Maruti,Alto,6,40000,23.95,67.05,5,260000
Maruti Wagon R,Maruti,Wagon R,2,8401,21.79,67.05,5,545000
Maruti Alto,Maruti,Alto,10,68000,20.92,67.1,5,265000
Maruti Alto,Maruti,Alto,3,30112,33.44,40.3,4,360000
Renault KWID,Renault,KWID,5,47000,25.17,53.3,5,225000
Maruti Wagon R,Maruti,Wagon R,9,65000,18.9,67.1,5,276000
Maruti Celerio,Maruti,Celerio,3,15000,23.1,67.04,5,316000
Renault KWID,Renault,KWID,5,15000,25.17,53.3,5,299000
Renault KWID,Renault,KWID,5,26500,25.17,53.3,5,360000
Maruti Alto,Maruti,Alto,6,35000,23.95,67.05,5,260000
Renault KWID,Renault,KWID,4,26233,25.17,53.3,5,345000
Maruti Celerio,Maruti,Celerio,6,43000,31.79,58.2,5,435000
Maruti Alto,Maruti,Alto,5,30000,23.95,67.05,5,300000
Maruti Wagon R,Maruti,Wagon R,11,55000,18.9,67.1,5,250000
Maruti Alto,Maruti,Alto,13,40000,19.7,46.3,5,100000
Renault KWID,Renault,KWID,4,13000,25.17,53.3,5,290000
Maruti Alto,Maruti,Alto,8,40000,20.92,67.1,5,230000
Maruti Alto,Maruti,Alto,3,32875,23.95,67.05,5,360000
Maruti Alto,Maruti,Alto,12,90000,19.7,46.3,5,115000
Maruti Alto,Maruti,Alto,11,9100,23.95,67.05,5,210000
Maruti Alto,Maruti,Alto,4,40000,23.95,67.05,5,310000
Maruti Celerio,Maruti,Celerio,7,25000,23.1,67.04,5,298000
Maruti Alto,Maruti,Alto,13,50000,19.7,46.3,5,110000
Maruti Celerio,Maruti,Celerio,2,7000,23.1,67.04,5,510000
Maruti Wagon R,Maruti,Wagon R,3,13500,20.51,67.04,5,460000
Maruti Alto,Maruti,Alto,4,26000,33.44,40.3,4,300000
Renault KWID,Renault,KWID,4,49000,25.17,53.3,5,298000
Maruti Celerio,Maruti,Celerio,4,50000,23.1,67.04,5,410000
